"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","order_freq","correct","bonus","responses"
"null","","html-keyboard-response","203","446703","0.0-203.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","204","446905","0.0-204.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","205","449406","0.0-205.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","206","449758","0.0-206.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","207","449959","0.0-207.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","208","452460","0.0-208.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","209","452811","0.0-209.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","210","453012","0.0-210.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","211","455514","0.0-211.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","212","455865","0.0-212.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","213","456066","0.0-213.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","214","458567","0.0-214.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","215","458919","0.0-215.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","216","459121","0.0-216.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","217","461622","0.0-217.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","218","461974","0.0-218.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","219","462175","0.0-219.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","220","464677","0.0-220.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","221","465028","0.0-221.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","222","465230","0.0-222.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","223","467732","0.0-223.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","224","468084","0.0-224.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","225","468285","0.0-225.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","226","470786","0.0-226.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","227","471138","0.0-227.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","228","471339","0.0-228.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","229","473841","0.0-229.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","230","474193","0.0-230.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","231","474395","0.0-231.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","232","476896","0.0-232.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","233","477248","0.0-233.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","234","477449","0.0-234.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","235","479950","0.0-235.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","236","480301","0.0-236.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","237","480502","0.0-237.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","238","483004","0.0-238.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","239","483355","0.0-239.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","240","483556","0.0-240.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","241","486058","0.0-241.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","242","486410","0.0-242.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","243","486611","0.0-243.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","244","489113","0.0-244.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","245","489465","0.0-245.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","246","489666","0.0-246.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","247","492168","0.0-247.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","248","492520","0.0-248.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","249","492721","0.0-249.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","250","495224","0.0-250.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","251","495576","0.0-251.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","252","495778","0.0-252.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","253","498279","0.0-253.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","254","498632","0.0-254.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","255","498834","0.0-255.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","256","501336","0.0-256.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","257","501689","0.0-257.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","258","501891","0.0-258.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","259","504394","0.0-259.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","260","504747","0.0-260.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","261","504949","0.0-261.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","262","507452","0.0-262.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","263","507805","0.0-263.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","264","508007","0.0-264.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","265","510510","0.0-265.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","266","510863","0.0-266.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","267","511065","0.0-267.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","268","513568","0.0-268.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","269","513921","0.0-269.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","270","514122","0.0-270.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","271","516625","0.0-271.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","272","516977","0.0-272.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","273","517179","0.0-273.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","274","519682","0.0-274.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","275","520035","0.0-275.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","276","520237","0.0-276.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","277","522740","0.0-277.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
